   WAVE       FLUX       ERROR      RMS 
 2835.900      1.13    0.0858     0.147
 2836.200      1.16    0.0853     0.142
 2836.500      1.12    0.0816     0.154
 2836.800      1.09    0.0827     0.172
 2837.100       1.2    0.0822     0.169
 2837.400       1.2    0.0871     0.172
 2837.700      1.19    0.0837      0.19
 2838.000      1.24     0.083     0.206
 2838.300      1.28    0.0899     0.209
 2838.600      1.14     0.082     0.171
 2838.900      1.02    0.0782      0.16
 2839.200     0.975    0.0778     0.174
 2839.500      1.13    0.0824     0.188
 2839.800      1.04    0.0781     0.172
 2840.100      1.01    0.0764     0.162
 2840.400      1.15    0.0824     0.154
 2840.700      1.17    0.0828      0.16
 2841.000      1.19    0.0859     0.196
 2841.300      1.18    0.0803     0.183
 2841.600      1.17     0.088      0.16
 2841.900      1.14    0.0793     0.148
 2842.200       1.1    0.0832     0.145
 2842.500       1.1    0.0802     0.148
 2842.800      1.11    0.0784     0.147
 2843.100      1.09    0.0827      0.14
 2843.400      1.07    0.0794     0.135
 2843.700      1.12    0.0817     0.137
 2844.000      1.11    0.0835     0.132
 2844.300      1.17    0.0836      0.15
 2844.600      1.19    0.0814     0.161
 2844.900      1.13    0.0846     0.142
 2845.200      1.09    0.0804     0.136
 2845.500      1.09      0.08     0.146
 2845.800      1.06    0.0816     0.135
 2846.100      1.05    0.0761     0.129
 2846.400      1.04     0.083     0.137
 2846.700      1.05    0.0761     0.139
 2847.000      1.06    0.0765     0.144
 2847.300      1.15    0.0877     0.179
 2847.600      1.14    0.0797     0.181
 2847.900      1.07    0.0845     0.159
 2848.200     0.968    0.0733     0.139
 2848.500     0.988    0.0768     0.128
 2848.800      1.09    0.0831     0.127
 2849.100       1.1     0.081     0.133
 2849.400      1.01    0.0754     0.135
 2849.700     0.943    0.0771     0.147
 2850.000      1.05    0.0796     0.148
 2850.300      1.09    0.0806     0.148
 2850.600       1.1    0.0836     0.138
 2850.900      1.05    0.0765     0.135
 2851.200      1.03    0.0829     0.139
 2851.500         1    0.0748      0.14
 2851.800      1.01    0.0748     0.144
 2852.100      1.04    0.0834     0.151
 2852.400      1.09    0.0778     0.157
 2852.700      1.13    0.0846     0.165
 2853.000      1.04    0.0784     0.155
 2853.300      1.06    0.0799     0.159
 2853.600      1.08    0.0824     0.174
 2853.900     0.992    0.0744     0.153
 2854.200     0.953    0.0756     0.133
 2854.500      1.01    0.0799     0.129
 2854.800     0.955    0.0758     0.155
 2855.100      0.94     0.075     0.152
 2855.400     0.999    0.0822     0.135
 2855.700     0.988    0.0775      0.15
 2856.000     0.961    0.0836     0.174
 2856.300     0.989    0.0772     0.143
 2856.600     0.977    0.0767     0.137
 2856.900     0.977    0.0838     0.152
 2857.200      1.02    0.0783     0.138
 2857.500      1.05    0.0844     0.127
 2857.800      1.04     0.081     0.163
 2858.100      1.03    0.0806     0.157
 2858.400       1.1    0.0863     0.146
 2858.700      1.01    0.0767     0.162
 2859.000      1.02    0.0804     0.166
 2859.300      1.04    0.0835     0.144
 2859.600      0.94     0.077     0.137
 2859.900      0.94    0.0772     0.131
 2860.200     0.978    0.0806     0.135
 2860.500      1.02    0.0772     0.153
 2860.800      1.04     0.081     0.149
 2861.100     0.968    0.0802     0.143
 2861.400     0.987    0.0761     0.152
 2861.700      1.08    0.0876     0.134
 2862.000     0.944    0.0749      0.15
 2862.300     0.896    0.0781     0.154
 2862.600     0.958    0.0781      0.15
 2862.900     0.988    0.0795     0.141
 2863.200      1.05    0.0831      0.14
 2863.500      1.09    0.0839      0.15
 2863.800     0.996      0.08     0.159
 2864.100     0.977    0.0819     0.152
 2864.400      1.09    0.0835     0.188
 2864.700      1.05    0.0824     0.175
 2865.000     0.977    0.0791     0.153
 2865.300      1.06    0.0773     0.187
 2865.600      1.04    0.0789     0.195
 2865.900      0.99    0.0799     0.183
 2866.200      1.01    0.0756     0.163
 2866.500     0.981     0.079     0.152
 2866.800         1    0.0773     0.153
 2867.100      1.02    0.0804     0.163
 2867.400      1.03    0.0784     0.149
 2867.700      1.07    0.0774     0.135
 2868.000      1.05    0.0819     0.138
 2868.300     0.992     0.075     0.148
 2868.600     0.905    0.0736     0.138
 2868.900     0.966    0.0759     0.143
 2869.200      1.08    0.0836     0.174
 2869.500      1.04     0.079     0.172
 2869.800      1.04    0.0793     0.166
 2870.100      1.09    0.0822     0.194
 2870.400      1.04    0.0795     0.197
 2870.700      1.06    0.0829       0.2
 2871.000     0.908    0.0718     0.165
 2871.300      0.88    0.0756     0.151
 2871.600      1.06    0.0803     0.135
 2871.900      1.08    0.0835     0.166
 2872.200     0.939    0.0751     0.157
 2872.500       0.9    0.0714     0.139
 2872.800     0.895    0.0759     0.127
 2873.100     0.894    0.0734     0.128
 2873.400     0.909    0.0742     0.127
 2873.700     0.926    0.0748     0.121
 2874.000     0.909    0.0759     0.122
 2874.300     0.964     0.076      0.12
 2874.600     0.957    0.0728     0.125
 2874.900     0.992    0.0791      0.14
 2875.200      0.98    0.0767     0.145
 2875.500     0.886    0.0748     0.146
 2875.800     0.892    0.0706      0.15
 2876.100     0.992    0.0797     0.152
 2876.400      1.06    0.0796     0.209
 2876.700     0.955    0.0752     0.197
 2877.000     0.906    0.0737     0.152
 2877.300     0.927    0.0743     0.136
 2877.600     0.917    0.0759     0.135
 2877.900     0.927    0.0743     0.136
 2878.200      0.91    0.0755     0.135
 2878.500     0.925    0.0718      0.14
 2878.800     0.959    0.0779     0.135
 2879.100     0.892    0.0726     0.137
 2879.400      0.83    0.0678     0.158
 2879.700     0.879    0.0749     0.157
 2880.000     0.984    0.0767     0.163
 2880.300         1    0.0801     0.183
 2880.600     0.848    0.0706     0.155
 2880.900     0.828    0.0702     0.156
 2881.200     0.885    0.0729     0.165
 2881.500     0.939    0.0747     0.152
 2881.800     0.962    0.0761     0.136
 2882.100     0.925    0.0745      0.14
 2882.400     0.918    0.0766     0.144
 2882.700     0.953    0.0732     0.139
 2883.000     0.978    0.0813     0.146
 2883.300     0.998     0.075     0.138
 2883.600     0.941    0.0752     0.134
 2883.900     0.924    0.0766     0.147
 2884.200         1    0.0754      0.14
 2884.500      1.01    0.0806     0.144
 2884.800     0.879    0.0728     0.139
 2885.100     0.828    0.0708     0.136
 2885.400     0.932    0.0774     0.129
 2885.700     0.979    0.0771     0.155
 2886.000      0.99    0.0774     0.173
 2886.300      0.99    0.0774     0.151
 2886.600     0.965     0.076     0.132
 2886.900     0.915    0.0745     0.125
 2887.200     0.866     0.074     0.158
 2887.500     0.948    0.0732     0.157
 2887.800     0.983    0.0815     0.134
 2888.100         1    0.0753     0.131
 2888.400     0.962     0.074     0.139
 2888.700     0.841    0.0755     0.145
 2889.000     0.899    0.0713     0.135
 2889.300     0.918    0.0763     0.135
 2889.600     0.982    0.0762     0.138
 2889.900      1.04    0.0788     0.154
 2890.200     0.942    0.0767     0.137
 2890.500     0.969    0.0731     0.129
 2890.800      1.04    0.0787     0.129
 2891.100     0.991     0.079     0.132
 2891.400     0.874    0.0721     0.134
 2891.700     0.876    0.0721     0.134
 2892.000     0.928    0.0767     0.127
 2892.300       0.9    0.0707     0.124
 2892.600     0.909    0.0758     0.125
 2892.900     0.926    0.0746     0.128
 2893.200     0.913    0.0718     0.133
 2893.500     0.876    0.0768     0.157
 2893.800     0.939     0.073     0.155
 2894.100     0.935    0.0776      0.15
 2894.400     0.808    0.0695     0.149
 2894.700     0.833    0.0707     0.145
 2895.000     0.938    0.0776     0.134
 2895.300     0.923    0.0718     0.133
 2895.600     0.914    0.0742     0.135
 2895.900     0.894    0.0754     0.128
 2896.200     0.946    0.0756     0.126
 2896.500         1    0.0755     0.123
 2896.800     0.977    0.0816     0.131
 2897.100     0.946    0.0733      0.13
 2897.400     0.931    0.0773     0.126
 2897.700     0.976    0.0771     0.142
 2898.000     0.996    0.0753     0.143
 2898.300     0.982    0.0819     0.131
 2898.600     0.914    0.0722     0.147
 2898.900     0.903    0.0745      0.15
 2899.200     0.999    0.0804      0.18
 2899.500      1.02    0.0767     0.189
 2899.800     0.997    0.0827     0.164
 2900.100      0.93    0.0727      0.14
 2900.400      0.94    0.0762      0.14
 2900.700      0.89    0.0759     0.138
 2901.000     0.957    0.0762      0.14
 2901.300     0.944    0.0735     0.146
 2901.600     0.848    0.0762     0.136
 2901.900     0.853      0.07      0.13
 2902.200     0.829    0.0731     0.145
 2902.500      0.84    0.0719      0.18
 2902.800     0.863    0.0701     0.169
 2903.100     0.882    0.0775     0.164
 2903.400     0.884    0.0707     0.168
 2903.700     0.882     0.073     0.165
 2904.000     0.869    0.0744      0.14
 2904.300     0.846    0.0687     0.137
 2904.600     0.871    0.0741     0.139
 2904.900      0.96    0.0753     0.138
 2905.200      1.01    0.0775     0.148
 2905.500     0.949    0.0771     0.152
 2905.800     0.892    0.0726     0.138
 2906.100     0.885    0.0704     0.127
 2906.400     0.837    0.0725     0.143
 2906.700      0.92     0.074     0.146
 2907.000     0.952    0.0748     0.151
 2907.300     0.993    0.0791     0.151
 2907.600     0.901    0.0707     0.143
 2907.900     0.807    0.0734     0.129
 2908.200      0.87    0.0697     0.136
 2908.500     0.935    0.0746     0.135
 2908.800     0.992    0.0789     0.145
 2909.100      1.04    0.0763     0.207
 2909.400     0.966    0.0778     0.211
 2909.700     0.955    0.0756     0.168
 2910.000     0.932    0.0749     0.148
 2910.300     0.833    0.0701     0.135
 2910.600     0.866    0.0744     0.137
 2910.900     0.982    0.0765     0.158
 2911.200      1.01    0.0781     0.161
 2911.500     0.878    0.0725     0.165
 2911.800     0.906     0.074     0.148
 2912.100     0.896    0.0758     0.137
 2912.400     0.888    0.0709     0.131
 2912.700     0.885    0.0753     0.128
 2913.000     0.926    0.0748     0.129
 2913.300     0.943    0.0752     0.138
 2913.600      0.95    0.0783     0.153
 2913.900     0.881     0.071     0.154
 2914.200     0.807    0.0722     0.142
 2914.500     0.866    0.0725     0.133
 2914.800     0.934    0.0753     0.128
 2915.100     0.976     0.077     0.126
 2915.400      1.02    0.0807     0.141
 2915.700      1.03    0.0794     0.154
 2916.000     0.935    0.0752     0.136
 2916.300     0.784    0.0687     0.145
 2916.600     0.834     0.071     0.143
 2916.900      0.94    0.0779     0.148
 2917.200     0.913    0.0719     0.137
 2917.500     0.895     0.076     0.131
 2917.800     0.777    0.0683     0.161
 2918.100     0.802    0.0698     0.145
 2918.400     0.952     0.076     0.159
 2918.700     0.935     0.075     0.145
 2919.000     0.827    0.0727     0.157
 2919.300     0.885     0.073     0.143
 2919.600     0.901    0.0739     0.139
 2919.900     0.984    0.0768     0.169
 2920.200      1.04     0.079     0.183
 2920.500     0.975    0.0787     0.164
 2920.800     0.978    0.0742     0.161
 2921.100     0.959    0.0781     0.147
 2921.400      0.93    0.0744     0.135
 2921.700     0.857    0.0736     0.138
 2922.000     0.852    0.0684     0.133
 2922.300     0.952    0.0752     0.129
 2922.600     0.941    0.0774     0.134
 2922.900     0.878    0.0724     0.156
 2923.200     0.836    0.0712     0.169
 2923.500      0.89    0.0734      0.17
 2923.800     0.922    0.0772     0.144
 2924.100     0.907     0.074     0.131
 2924.400     0.928    0.0751     0.125
 2924.700     0.926    0.0748     0.118
 2925.000     0.883     0.073     0.118
 2925.300     0.837    0.0731     0.119
 2925.600     0.874    0.0702     0.115
 2925.900     0.889    0.0752     0.115
 2926.200     0.935    0.0749     0.117
 2926.500     0.918    0.0746     0.132
 2926.800     0.812    0.0696     0.145
 2927.100     0.868    0.0723     0.139
 2927.400     0.913    0.0762     0.127
 2927.700     0.913    0.0741     0.121
 2928.000     0.865    0.0719     0.117
 2928.300     0.847    0.0712      0.12
 2928.600     0.862    0.0736     0.155
 2928.900     0.883    0.0703      0.16
 2929.200     0.851    0.0712     0.141
 2929.500     0.875    0.0745     0.138
 2929.800     0.949    0.0754     0.141
 2930.100     0.956    0.0788     0.142
 2930.400     0.902    0.0731      0.16
 2930.700     0.892    0.0792     0.162
 2931.000     0.945    0.0787     0.145
 2931.300     0.962    0.0801     0.138
 2931.600     0.995    0.0802     0.141
 2931.900     0.983    0.0796     0.135
 2932.200     0.995    0.0834     0.136
 2932.500     0.933    0.0777     0.126
 2932.800     0.915    0.0774      0.12
 2933.100     0.946    0.0783     0.122
 2933.400     0.902    0.0792     0.133
 2933.700     0.886    0.0734     0.133
 2934.000     0.868    0.0747     0.129
 2934.300     0.889    0.0776     0.139
 2934.600     0.935     0.075     0.136
 2934.900     0.939    0.0827     0.128
 2935.200     0.922    0.0751      0.15
 2935.500     0.948    0.0819     0.178
 2935.800     0.955    0.0786     0.156
 2936.100     0.943    0.0761     0.143
 2936.400     0.881    0.0775     0.139
 2936.700     0.859    0.0739     0.144
 2937.000      0.85     0.074     0.151
 2937.300     0.881    0.0774     0.164
 2937.600     0.965     0.081     0.193
 2937.900     0.852    0.0738      0.17
 2938.200     0.898     0.076     0.157
 2938.500     0.958    0.0797     0.144
 2938.800     0.931    0.0781     0.139
 2939.100     0.759    0.0723     0.148
 2939.400     0.814    0.0703     0.141
 2939.700     0.912    0.0811     0.133
 2940.000      1.05    0.0791     0.162
 2940.300      1.08    0.0829     0.175
 2940.600     0.927    0.0783     0.147
 2940.900     0.905    0.0727     0.139
 2941.200     0.902    0.0779     0.137
 2941.500     0.915    0.0717     0.129
 2941.800     0.947    0.0755      0.13
 2942.100     0.918    0.0771     0.135
 2942.400     0.827    0.0703     0.163
 2942.700     0.866    0.0703      0.17
 2943.000     0.869    0.0748     0.163
 2943.300     0.899    0.0739      0.15
 2943.600     0.887    0.0755     0.136
 2943.900     0.832    0.0708     0.145
 2944.200     0.896    0.0713     0.159
 2944.500     0.948      0.08     0.176
 2944.800     0.939    0.0728     0.148
 2945.100     0.942    0.0729     0.135
 2945.400     0.957    0.0806     0.144
 2945.700     0.965    0.0741     0.143
 2946.000     0.935    0.0797     0.137
 2946.300     0.939    0.0727     0.128
 2946.600     0.985    0.0769      0.13
 2946.900      1.02    0.0809     0.134
 2947.200     0.927     0.074     0.178
 2947.500     0.874    0.0697     0.189
 2947.800     0.857    0.0733     0.157
 2948.100     0.927    0.0742      0.14
 2948.400     0.949     0.075      0.14
 2948.700     0.859    0.0737     0.151
 2949.000     0.925    0.0721     0.145
 2949.300     0.974    0.0812     0.131
 2949.600     0.954    0.0734     0.151
 2949.900     0.936     0.073     0.158
 2950.200     0.872    0.0771     0.141
 2950.500      0.88    0.0708     0.145
 2950.800     0.878    0.0752     0.134
 2951.100     0.911    0.0744     0.125
 2951.400     0.945    0.0761     0.123
 2951.700     0.926    0.0772     0.121
 2952.000     0.944    0.0734     0.134
 2952.300     0.912    0.0746     0.142
 2952.600     0.859    0.0743     0.161
 2952.900     0.913    0.0747      0.14
 2953.200     0.937    0.0755      0.13
 2953.500     0.904    0.0764     0.125
 2953.800     0.889    0.0711     0.121
 2954.100     0.872    0.0747     0.124
 2954.400     0.944    0.0734     0.135
 2954.700      0.95    0.0733     0.139
 2955.000     0.959    0.0807     0.143
 2955.300     0.938    0.0728     0.136
 2955.600     0.958    0.0785     0.148
 2955.900     0.903    0.0736     0.147
 2956.200     0.893    0.0734     0.141
 2956.500     0.915     0.074      0.13
 2956.800     0.938    0.0754     0.134
 2957.100     0.922    0.0742     0.155
 2957.400      0.94    0.0776     0.178
 2957.700     0.934     0.075     0.164
 2958.000     0.937    0.0756     0.144
 2958.300     0.808    0.0718      0.15
 2958.600     0.854    0.0694     0.134
 2958.900     0.953    0.0756     0.142
 2959.200     0.979    0.0792     0.143
 2959.500     0.927    0.0722     0.141
 2959.800     0.907    0.0783     0.136
 2960.100     0.901    0.0714     0.148
 2960.400     0.873    0.0746     0.158
 2960.700     0.908    0.0743     0.169
 2961.000     0.994    0.0751     0.202
 2961.300      1.02    0.0812      0.19
 2961.600     0.931    0.0755      0.16
 2961.900     0.896    0.0749     0.139
 2962.200     0.869    0.0761     0.138
 2962.500     0.871    0.0763     0.143
 2962.800     0.916    0.0772     0.141
 2963.100      0.95    0.0816     0.147
 2963.400     0.875    0.0728     0.134
 2963.700     0.875     0.075     0.139
 2964.000     0.934     0.081     0.144
 2964.300     0.878    0.0732     0.145
 2964.600      0.89    0.0788     0.128
 2964.900     0.911    0.0769     0.142
 2965.200     0.989    0.0835     0.148
 2965.500     0.882    0.0753      0.14
 2965.800     0.829    0.0711     0.137
 2966.100     0.784    0.0733     0.145
 2966.400     0.856    0.0747     0.142
 2966.700     0.921    0.0805     0.145
 2967.000      0.86    0.0729     0.169
 2967.300     0.843    0.0775     0.161
 2967.600      0.86    0.0745     0.162
 2967.900     0.912    0.0776     0.166
 2968.200     0.888    0.0767     0.153
 2968.500     0.912     0.077     0.141
 2968.800     0.993    0.0842     0.158
 2969.100      0.92    0.0777     0.145
 2969.400     0.828    0.0738     0.133
 2969.700     0.901     0.077     0.137
 2970.000     0.908    0.0795     0.132
 2970.300     0.874    0.0731     0.141
 2970.600     0.906    0.0773     0.148
 2970.900     0.835    0.0762     0.159
 2971.200      0.84    0.0741     0.148
 2971.500     0.904    0.0791      0.16
 2971.800     0.849    0.0718      0.15
 2972.100     0.951    0.0811     0.153
 2972.400     0.956    0.0777     0.213
 2972.700     0.898    0.0726     0.194
 2973.000     0.918    0.0771     0.163
 2973.300     0.852     0.072     0.145
 2973.600     0.839    0.0738     0.132
 2973.900     0.919    0.0755     0.127
 2974.200     0.896    0.0742     0.125
 2974.500     0.866    0.0734     0.121
 2974.800     0.871    0.0734      0.12
 2975.100     0.946    0.0764     0.132
 2975.400      1.04    0.0803     0.188
 2975.700     0.998    0.0805     0.182
 2976.000     0.945    0.0763     0.159
 2976.300     0.995    0.0802     0.177
 2976.600     0.871    0.0704     0.196
 2976.900     0.833    0.0717      0.19
 2977.200     0.881    0.0756     0.176
 2977.500     0.845    0.0694     0.154
 2977.800      0.88    0.0757     0.136
 2978.100     0.847    0.0722     0.128
 2978.400     0.852    0.0725     0.126
 2978.700     0.989     0.081     0.122
 2979.000     0.939     0.077     0.124
 2979.300     0.938    0.0789     0.145
 2979.600     0.939    0.0792     0.156
 2979.900     0.857    0.0753     0.148
 2980.200     0.831    0.0741     0.148
 2980.500     0.962     0.082      0.18
 2980.800     0.878    0.0742     0.208
 2981.100     0.662    0.0704     0.198
 2981.400     0.803    0.0713     0.163
 2981.700     0.864    0.0756     0.142
 2982.000     0.837    0.0771     0.152
 2982.300     0.892    0.0727     0.137
 2982.600     0.897    0.0799     0.131
 2982.900     0.887    0.0765      0.14
 2983.200      0.88    0.0769      0.14
 2983.500     0.857    0.0775     0.129
 2983.800     0.853    0.0731     0.125
 2984.100     0.837    0.0774     0.125
 2984.400     0.841    0.0748     0.139
 2984.700     0.833    0.0746     0.138
 2985.000     0.889    0.0768     0.144
 2985.300      1.01    0.0848     0.152
 2985.600      0.88    0.0735     0.148
 2985.900     0.792    0.0767     0.141
 2986.200     0.837    0.0723     0.147
 2986.500     0.848    0.0728     0.151
 2986.800     0.836    0.0796      0.15
 2987.100     0.903    0.0752     0.144
 2987.400     0.957    0.0826     0.143
 2987.700     0.842    0.0747      0.14
 2988.000     0.834    0.0752     0.135
 2988.300     0.841    0.0769     0.146
 2988.600     0.867    0.0733      0.16
 2988.900     0.948    0.0808      0.18
 2989.200     0.762    0.0728      0.17
 2989.500     0.783    0.0712     0.158
 2989.800     0.875    0.0746     0.147
 2990.100     0.794    0.0717     0.137
 2990.400     0.876    0.0711     0.153
 2990.700     0.893     0.076     0.159
 2991.000     0.867    0.0726     0.143
 2991.300     0.857    0.0703     0.135
 2991.600     0.772    0.0729     0.131
 2991.900     0.811    0.0682     0.127
 2992.200     0.852    0.0766     0.121
 2992.500     0.871    0.0708     0.122
 2992.800     0.918    0.0747     0.139
 2993.100     0.941    0.0786     0.165
 2993.400     0.792    0.0669     0.145
 2993.700     0.805    0.0699     0.137
 2994.000      0.88    0.0758     0.159
 2994.300     0.825    0.0708     0.146
 2994.600     0.846    0.0718     0.143
 2994.900     0.851    0.0745     0.138
 2995.200     0.873    0.0708     0.145
 2995.500     0.908    0.0769     0.169
 2995.800     0.857    0.0722     0.144
 2996.100     0.839    0.0696     0.128
 2996.400     0.778    0.0733     0.124
 2996.700     0.806     0.068     0.128
 2997.000     0.835    0.0736     0.137
 2997.300     0.833    0.0715     0.126
 2997.600     0.834    0.0693     0.124
 2997.900     0.857    0.0771     0.126
 2998.200     0.872    0.0712     0.123
 2998.500     0.876    0.0736     0.136
 2998.800     0.845    0.0747     0.158
 2999.100     0.753    0.0682     0.137
 2999.400     0.794    0.0698     0.139
 2999.700     0.896     0.075     0.158
 3000.000     0.825    0.0715     0.145
 3000.300     0.822    0.0739     0.129
 3000.600     0.834    0.0722     0.127
 3000.900      0.87    0.0714     0.143
 3001.200     0.899    0.0795      0.16
 3001.500     0.861    0.0709     0.152
 3001.800     0.848    0.0749     0.141
 3002.100     0.874    0.0736     0.162
 3002.400     0.829    0.0695     0.159
 3002.700     0.737    0.0696     0.202
 3003.000     0.852    0.0727      0.18
 3003.300     0.892    0.0745     0.157
 3003.600     0.854    0.0743     0.152
 3003.900     0.868    0.0737     0.148
 3004.200     0.836    0.0716     0.134
 3004.500     0.854    0.0732     0.124
 3004.800     0.841    0.0724      0.12
 3005.100     0.809    0.0708     0.147
 3005.400     0.871     0.076      0.14
 3005.700     0.873    0.0714     0.154
 3006.000     0.846    0.0768     0.157
 3006.300     0.872    0.0711     0.141
 3006.600     0.869    0.0732     0.131
 3006.900      0.83    0.0738     0.126
 3007.200     0.811    0.0683     0.122
 3007.500     0.815    0.0732     0.124
 3007.800     0.722    0.0666     0.141
 3008.100      0.73    0.0672     0.146
 3008.400     0.834    0.0741     0.128
 3008.700     0.821    0.0714     0.122
 3009.000     0.843    0.0725     0.137
 3009.300     0.865    0.0739     0.163
 3009.600     0.785    0.0694     0.141
 3009.900     0.864    0.0732     0.134
 3010.200     0.911    0.0779     0.138
 3010.500       0.8    0.0686     0.139
 3010.800     0.706    0.0682      0.16
 3011.100     0.878    0.0745     0.171
 3011.400      1.01    0.0796     0.181
 3011.700     0.918    0.0782     0.179
 3012.000     0.869    0.0713     0.155
 3012.300     0.852     0.075     0.147
 3012.600     0.808    0.0709     0.157
 3012.900      0.87    0.0735     0.174
 3013.200     0.869    0.0731     0.164
 3013.500     0.874    0.0736     0.164
 3013.800     0.934    0.0784     0.185
 3014.100     0.828    0.0715     0.169
 3014.400      0.72     0.067      0.14
 3014.700     0.753    0.0686     0.138
 3015.000     0.825    0.0741      0.15
 3015.300     0.804    0.0688     0.135
 3015.600     0.777    0.0696     0.127
 3015.900     0.811    0.0739     0.144
 3016.200     0.791    0.0702     0.147
 3016.500      0.77    0.0695      0.14
 3016.800     0.808    0.0714     0.139
 3017.100     0.828     0.074     0.143
 3017.400     0.886    0.0746     0.154
 3017.700     0.865    0.0762     0.161
 3018.000     0.764    0.0671     0.157
 3018.300     0.753    0.0687     0.161
 3018.600     0.837    0.0752      0.18
 3018.900     0.902    0.0739     0.155
 3019.200     0.838    0.0755     0.149
 3019.500      0.85    0.0735     0.147
 3019.800     0.895    0.0782     0.165
 3020.100     0.798    0.0709     0.149
 3020.400     0.799    0.0686     0.154
 3020.700     0.892    0.0781     0.183
 3021.000     0.739    0.0679     0.192
 3021.300     0.678    0.0658     0.195
 3021.600      0.75    0.0692     0.166
 3021.900     0.762    0.0721     0.148
 3022.200     0.733    0.0691     0.136
 3022.500     0.777    0.0725      0.13
 3022.800     0.746    0.0716     0.146
 3023.100     0.745     0.072     0.143
 3023.400     0.688    0.0702     0.149
 3023.700     0.731    0.0684     0.164
 3024.000     0.745    0.0725     0.165
 3024.300     0.829    0.0747     0.148
 3024.600     0.874    0.0798     0.138
 3024.900     0.804    0.0728      0.15
 3025.200     0.855    0.0738     0.166
 3025.500     0.852    0.0789     0.157
 3025.800     0.851    0.0757     0.146
 3026.100     0.803    0.0735     0.147
 3026.400     0.779    0.0732     0.131
 3026.700     0.783    0.0747     0.123
 3027.000     0.855    0.0734     0.123
 3027.300     0.932    0.0823     0.126
 3027.600     0.794    0.0731     0.132
 3027.900     0.748    0.0714     0.147
 3028.200     0.766     0.074     0.138
 3028.500     0.777      0.07     0.132
 3028.800     0.846    0.0787      0.14
 3029.100     0.898    0.0775     0.154
 3029.400      0.87    0.0747     0.162
 3029.700     0.867    0.0854     0.177
 3030.000     0.885    0.0794     0.158
 3030.300     0.805    0.0818     0.135
 3030.600     0.705    0.0722     0.156
 3030.900     0.779    0.0772     0.157
 3031.200     0.807    0.0811     0.141
 3031.500     0.805    0.0769     0.127
 3031.800     0.787    0.0757     0.122
 3032.100       0.8    0.0771     0.129
 3032.400     0.877    0.0781     0.195
 3032.700     0.813    0.0751     0.187
 3033.000     0.858    0.0791      0.18
 3033.300     0.793    0.0694      0.15
 3033.600     0.775    0.0765     0.156
 3033.900      0.72    0.0698     0.175
 3034.200       0.8    0.0718     0.161
 3034.500     0.966    0.0868     0.147
 3034.800     0.857    0.0745     0.142
 3035.100       0.8    0.0745     0.134
 3035.400     0.809    0.0806     0.127
 3035.700     0.831    0.0796     0.126
 3036.000     0.861    0.0838     0.129
 3036.300     0.862    0.0823      0.14
 3036.600     0.885    0.0836     0.144
 3036.900      0.83    0.0825     0.135
 3037.200     0.774     0.079     0.149
 3037.500     0.756    0.0771     0.156
 3037.800     0.774    0.0936      0.16
 3038.100     0.795    0.0853     0.149
 3038.400     0.811    0.0898     0.136
 3038.700     0.818    0.0918     0.148
 3039.000     0.822    0.0875     0.144
 3039.300     0.826    0.0945     0.128
 3039.600     0.751    0.0819     0.155
 3039.900     0.774    0.0852     0.171
 3040.200      0.83    0.0986     0.175
 3040.500     0.781    0.0894      0.17
 3040.800     0.823    0.0898     0.158
 3041.100     0.825    0.0892     0.159
 3041.400     0.727    0.0846     0.186
 3041.700       0.7    0.0819     0.255
 3042.000     0.839    0.0913     0.195
 3042.300     0.868    0.0884     0.155
 3042.600     0.783    0.0915     0.155
 3042.900     0.841    0.0865      0.15
 3043.200     0.877    0.0928     0.141
 3043.500     0.805    0.0887     0.125
 3043.800     0.815     0.085     0.123
 3044.100      0.83    0.0937     0.128
 3044.400     0.921    0.0903     0.131
 3044.700     0.904    0.0934     0.129
 3045.000     0.791    0.0866     0.134
 3045.300      0.83    0.0853     0.129
 3045.600     0.839    0.0939     0.122
 3045.900     0.803    0.0835     0.132
 3046.200     0.823    0.0854     0.148
 3046.500     0.762    0.0858     0.135
 3046.800     0.779    0.0876     0.124
 3047.100     0.856    0.0881     0.133
 3047.400     0.867    0.0922      0.14
 3047.700     0.867    0.0937     0.154
 3048.000     0.831    0.0903     0.167
 3048.300     0.876    0.0946     0.162
 3048.600     0.819    0.0865     0.151
 3048.900     0.755    0.0909     0.142
 3049.200     0.877    0.0892     0.169
 3049.500     0.915    0.0956     0.188
 3049.800     0.915    0.0941     0.176
 3050.100     0.964    0.0925      0.18
 3050.400      1.04     0.105     0.211
 3050.700     0.866    0.0876     0.172
 3051.000     0.813    0.0896     0.144
 3051.300     0.883    0.0937     0.129
 3051.600     0.793    0.0887      0.14
 3051.900     0.808    0.0856     0.148
 3052.200     0.812    0.0895     0.142
 3052.500     0.796    0.0895     0.139
 3052.800     0.804     0.089      0.15
 3053.100     0.859    0.0927     0.167
 3053.400     0.828    0.0862      0.15
 3053.700     0.817    0.0936      0.14
 3054.000     0.854    0.0873     0.146
 3054.300     0.822    0.0862      0.14
 3054.600     0.682    0.0846     0.162
 3054.900     0.731    0.0803     0.174
 3055.200     0.764    0.0899     0.161
 3055.500     0.765     0.087     0.141
 3055.800     0.752    0.0906     0.133
 3056.100     0.801    0.0935     0.147
 3056.400     0.834    0.0949     0.151
 3056.700     0.795    0.0889     0.137
 3057.000     0.777    0.0924     0.132
 3057.300     0.792    0.0927     0.132
